Road Name,Carriageway Start Name,Carriageway End Name,Description (location of traffic count),Direction,Count Start Date,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total
SOMERSET RD,DENBIGH AVE RAB,BRISTOL RD,E1755300  N5913635,Both,2018/4/30,8035,7435,6580,5293,880,,680,,870,,95%,0%,3%,2%,0%,5%
COMPTON ST,MOORE ST,EBAN AVE,E1754653  N5926139,Both,2018/4/27,605,518,259,344,179,,61,,93,,96%,0%,3%,1%,0%,4%
TORU ST,KARAMU ST,TITOKI ST RAB (MANHOLE LHS),E1746956  N5920132,Both,2018/4/27,709,691,820,475,126,,124,1345,98,1845,95%,1%,3%,1%,0%,4%
COMPTON ST,MOORE ST,EBAN AVE,E1754653  N5926139,Both,2018/4/27,605,518,259,344,179,,61,,93,,96%,0%,3%,1%,0%,4%
KILLARNEY ST,MANURERE AVE,AUBURN ST,E1757735  N5927349,Both,2018/4/30,10312,9516,8052,7002,902,,750,,1173,,97%,0%,3%,0%,0%,3%
TIROROA AVE,TAHA RD,TIROROA AVE,E1746956  N5918268,Both,2018/4/30,1603,1430,1111,888,385,,151,1245,162,1715,97%,1%,2%,0%,0%,2%
PARRS CROSS RD,PINE AVE,FOREST HILL RD,E1743876  N5915178,Both,2018/4/30,342,321,281,253,53,,35,1245,54,1715,93%,1%,5%,1%,0%,6%
PARRS CROSS RD,SEYMOUR RD,WEST COAST RD RAB,E1744981  N5914232,Both,2018/4/30,27583,26171,24955,20329,2431,,2216,1245,2512,1715,97%,1%,1%,1%,0%,2%
JOHN ST (PONSONBY),LINCOLN ST (RHS),VERMONT ST,E1755026  N5919939,Both,2018/4/30,4725,4425,4101,3247,533,,408,,450,,98%,0%,1%,1%,0%,2%
JOHN ST (PONSONBY),O'NEILL ST,POMPALLIER TCE,E1754973  N5920385,Both,2018/4/30,2260,2114,1985,1513,288,,190,,232,,98%,0%,1%,1%,0%,2%
JOHN ST (PONSONBY),POMPALLIER TCE,JERVOIS RD,E1754938  N5920695,Both,2018/4/30,833,794,778,615,99,,82,,99,,97%,0%,2%,1%,0%,3%
LYNDHURST RD,MERCHANT AVE,TIROROA AVE,E1747095  N5918710,Both,2018/4/30,1866,1686,1371,1101,486,,183,,166,,96%,1%,2%,1%,0%,3%
GRAINGER RD,FLANSHAW RD,VERA RD,E1746741  N5919186,Both,2018/4/30,3040,2662,1927,1505,509,,191,,271,,98%,0%,2%,0%,0%,2%
ROYAL VIEW RD,MILICH TCE,FLANSHAW RD,E1746705  N5919750,Both,2018/4/30,2390,2279,2264,1740,224,,173,1245,249,1715,94%,1%,3%,2%,0%,5%
ROYAL VIEW RD,VERA RD,MCCORMICK RD,E1747012  N5919625,Both,2018/4/30,2521,2432,2485,1931,223,,201,1245,252,1715,94%,1%,3%,2%,0%,5%
KERRS RD,INVERELL AVE,TREVOR HOSKEN DR,E1767669  N5903105,Both,2018/4/30,14852,12889,9107,6860,1311,,1140,,1456,,94%,1%,4%,1%,0%,5%
PUHINUI RD (EAST),NORMAN SPENCER DR,YORK ST,E1765993  N5905070,Both,2018/4/30,15823,14502,12454,9944,1375,,1095,,1480,,92%,1%,7%,0%,0%,7%
BUSH RD (ALBANY) 1924 to 2145 m,CEBEL PL,ROSEDALE PARK RD,E1752346  N5931548,Both,2018/4/30,18988,16798,12883,9764,1831,,1493,,1591,,91%,0%,3%,5%,1%,9%
ALBANY HIGHWAY (ALBANY) 1258 to 1756 m,UPPER HARBOUR DR,CHESTER RD,E1752225  N5930514,Both,2018/4/6,30028,27897,24683,20455,2471,,2161,,2826,,94%,1%,4%,1%,0%,5%
ALBANY HIGHWAY (ALBANY) 326 to 1258 m,UNSWORTH DR,UPPER HARBOUR DR,E1753529  N5930035,Both,2018/4/9,32554,29566,23925,20264,2847,,2410,,3220,,95%,1%,3%,1%,0%,4%
HARRINGTON RD,HARRY WARD PL,ASCOT AVE,E1744384  N5919490,Both,2018/5/2,1778,1599,1252,1049,239,,124,,205,,98%,0%,1%,1%,0%,2%
HILLSIDE RD (MT WELLINGTON),MT WELLINGTON HIGHWAY,WALTERS RD,E1764309  N5911191,Both,2018/5/2,854,853,923,777,70,,71,,87,,96%,1%,2%,1%,0%,3%
TOMO ST,RUA RD,CUL-DE-SAC,E1748154  N5913210,Both,2018/5/2,515,511,550,453,55,,55,,56,1745,97%,0%,2%,1%,0%,3%
WEST COAST RD (WAITAKERE),KAURI LOOP RD (SOUTH),BENDALLS LANE,E1742311  N5912093,Both,2018/5/2,2721,2700,2831,2465,256,,277,,275,1745,95%,1%,4%,0%,0%,4%
SHORT ST (NEWMARKET),KINGDON ST,DAVIS CRES (CARPARK ENTRANCE),E1758364  N5918455,Both,2018/5/4,6136,5628,4816,3901,570,,491,,566,,80%,0%,0%,19%,1%,20%
QUAY ST,LOWER HOBSON ST (SUMP LHS),LOWER ALBERT ST,E1757802  N5920964,Both,2018/5/2,20899,19455,17350,14344,1539,,1402,,1931,,90%,1%,4%,4%,1%,9%
ALBANY HIGHWAY (ALBANY) 1966 to 2161 m,SCHNAPPER ROCK RD SOUTH,AMCOR DRIVEWAY,E1751779  N5930934,Both,2018/5/4,21582,19612,16315,13054,1809,,1521,,1976,,91%,1%,4%,3%,1%,8%
ALBANY HIGHWAY (ALBANY) 2612 to 3125 m,SCHNAPPER ROCK RD NORTH,APPLEBY RD,E1751253  N5931400,Both,2018/5/4,18686,17409,15689,12743,1656,,1454,,1829,,92%,1%,4%,2%,1%,7%
BLACK SWAMP RD,COAL HILL RD,PACIFIC RD,E1744401  N5998753,Both,2018/4/18,207,185,131,125,35,,31,1145,30,,76%,2%,13%,7%,2%,22%
BLACK SWAMP RD,COAL HILL RD,PACIFIC RD,E1744615  N5998923,Both,2018/4/18,191,174,131,131,24,,24,1000,29,,76%,2%,10%,9%,3%,22%
BLACK SWAMP RD,PACIFIC RD,KAIPARA BOUNDARY,E1744708  N6000017,Both,2018/4/18,330,300,210,244,44,,45,1000,47,1530,81%,1%,10%,7%,1%,18%
BLACK SWAMP RD,PACIFIC RD,KAIPARA BOUNDARY,E1744816  N5999150,Both,2018/4/18,309,283,212,225,40,,39,1345,42,1415,74%,1%,17%,6%,2%,25%
COAL HILL RD,BLACK SWAMP RD,TE ARAI POINT RD,E1744251  N5996949,Both,2018/5/2,219,202,159,158,30,,31,1145,30,1415,73%,4%,8%,15%,0%,23%
COAL HILL RD,BLACK SWAMP RD,TE ARAI POINT RD,E1744438  N5998564,Both,2018/5/2,239,225,197,181,33,,30,1130,31,1415,72%,3%,10%,14%,1%,25%
COAL HILL RD,END OF SEAL,RDC_KAIPARA DIST BOUNDARY,E1743062  N5999265,Both,2018/5/2,382,350,299,239,53,,47,1130,56,1745,80%,4%,7%,8%,1%,16%
COAL HILL RD,RDC_KAIPARA DIST BOUNDARY,BLACK SWAMP RD,E1744317  N5998680,Both,2018/5/2,259,242,210,188,36,,31,1145,36,1745,72%,3%,11%,13%,1%,25%
ST LUKES RD,DUNCAN MCLEAN LINK,LINWOOD ST,E1753805  N5917991,Both,2018/5/9,34155,33834,35056,31006,2114,,2907,,2870,1615,96%,0%,3%,1%,0%,4%
MAIN HIGHWAY (WEST),WALPOLE ST,HUDSON ST,E1760844  N5915085,Both,2018/5/9,12099,10731,7985,6635,1277,,895,,1252,1615,95%,0%,3%,2%,0%,5%
MT ALBERT RD (THREE KINGS) (CWCE),CROWN ST,ERSON AVE,E1758041  N5913463,Both,2018/5/9,26399,25204,24282,20153,1789,,2056,,2357,1615,93%,1%,4%,2%,0%,6%
APPLE ORCHARD WAY,BRASHIER CIRCLE,END OF ROAD,E1745171  N5914881,Both,2018/5/7,128,126,128,118,20,,18,,20,,98%,0%,0%,2%,0%,2%
BELLA VISTA RD (HERNE BAY),HERNE BAY RD,GALATEA TCE,E1753970  N5920724,Both,2018/5/4,425,412,409,348,45,,59,,50,1615,94%,0%,5%,1%,0%,6%
BROADWAY (NEWMARKET),KHYBER PASS RD,TEED ST,E1758464  N5918192,Both,2018/5/4,24145,22596,20840,16606,1975,,1696,,1978,1615,89%,1%,4%,5%,1%,10%
BROADWAY (NEWMARKET),MORROW ST,BALM ST,E1758413  N5918005,Both,2018/5/4,17386,16286,15024,12048,1461,,1280,,1452,1615,92%,1%,4%,3%,0%,7%
BROADWAY (NEWMARKET),PARNEL RD RAB,BRIDGE (1ST ABUTMENT),E1758539  N5918468,Both,2018/5/4,18176,17393,16683,14189,1376,,1391,,1393,1615,96%,0%,2%,2%,0%,4%
CARLTON GORE RD,MORGAN ST,GEORGE ST,E1758241  N5918609,Both,2018/5/4,8727,7640,5451,4391,731,,643,,925,1615,96%,0%,2%,2%,0%,4%
CARTER RD (WAITAKERE),WEST COAST RD,COCHRAN RD (HYDRANT),E1743897  N5912519,Both,2018/5/9,819,768,697,583,95,,69,,90,1615,94%,1%,4%,1%,0%,5%
CLARIDGE ST,ROSIER RD,ROICK PDE,E1746229  N5913629,Both,2018/5/2,855,784,664,546,121,,86,,126,1615,98%,0%,2%,0%,0%,2%
DAVIS CRES,DAVIS CRES EXTN,SHORT ST (CARPARK ENTRANCE),E1758482  N5918517,Both,2018/5/4,5334,4863,4131,3240,564,,420,,504,1615,97%,0%,1%,2%,0%,3%
EDWARDS AVE,RATHGAR RD,FAIRDENE AVE,E1744772  N5918601,Both,2018/5/2,4041,3573,2787,2020,614,,282,,429,1615,98%,0%,1%,1%,0%,2%
FAULDER AVE,GARNET RD,WEST END RD,E1753312  N5919975,Both,2018/5/4,487,468,438,404,58,,49,,65,1615,94%,1%,4%,1%,0%,5%
MILFORD RD,KITCHENER RD,CHANGE IN WIDTH,E1757660  N5928898,Both,2018/5/10,7796,7429,6793,6228,786,,702,,696,1615,96%,0%,3%,1%,0%,4%
MORROW ST,BOURKE ST,GILLIES AVE,E1758310  N5918023,Both,2018/5/4,4803,4374,3772,2829,534,,419,,423,1615,96%,0%,3%,1%,0%,4%
PIHA RD,KAREKARE RD,SPEED RESTRICTION (LHS),E1731822  N5907530,Both,2018/5/7,2027,2082,1889,2549,184,,294,,328,1615,95%,1%,4%,0%,0%,4%
REMUERA RD (CWC),NUFFIELD ST,MIDDLETON RD,E1758549  N5918007,Both,2018/5/4,14491,13437,12053,9546,1252,,1043,,1205,1615,94%,1%,3%,2%,0%,5%
RISHWORTH AVE,MOERA PL,WADE RIVER RD,E1755775  N5943895,Both,2018/5/6,5063,4768,4454,3604,395,,465,,530,1615,96%,1%,2%,1%,0%,3%
TOTARA VIEWS DR,SALTWOOD ST (EAST),SALTWOOD ST (WEST),E1750526  N5947281,Both,2018/5/6,1937,1701,1174,1050,271,,122,,318,1615,97%,0%,3%,0%,0%,3%
WAITAKERE RD (TAUPAKI),ACCESS RD,HANHAM RD,E1738570  N5927033,Both,2018/5/7,2985,2713,2165,1900,406,,240,,310,1615,87%,2%,9%,2%,0%,11%
WINDMILL RD (MT EDEN),HASBURY AVE,PENCARROW AVE (SUMP LHS),E1757219  N5916116,Both,2018/5/7,1987,1832,1861,1032,344,,330,,560,1615,97%,0%,3%,0%,0%,3%
TAMARIKI AVE (OREWA),MAIN RD (S.H.1) 2,CENTREWAY RD,E1751607  N5949546,Both,2018/4/4,2835,2577,2186,1680,254,,276,,334,,98%,0%,2%,0%,0%,2%
ATKINSON RD,KAURILANDS RD,WOODFERN CRES,E1747369  N5911816,Both,2018/4/6,8191,7763,7253,6129,874,,651,,791,,97%,1%,1%,1%,0%,2%
ATKINSON RD,NORMAN RD,CAPTAIN SCOTT RD,E1747652  N5912438,Both,2018/4/6,11210,10442,9194,7851,1268,,804,,1145,,97%,0%,2%,1%,0%,3%
BEACH RD (EC BAYS) 6679 to 6965 m,BROWNS BAY RD NORTH,PHILSON TCE,E1755527  N5934412,Both,2018/5/16,15394,14606,13746,11526,1348,,1332,,1285,,96%,0%,3%,1%,0%,4%
BIRDWOOD RD (WAITAKERE),GLEN RD (AT TEE),CROWS RD,E1742407  N5920040,Both,2018/4/6,2860,2863,3264,2473,360,,74,,289,,94%,1%,4%,1%,0%,5%
ELLERSLIE PANMURE HIGHWAY,ALANA PL,HARRISON RD,E1762570  N5914890,Both,2018/5/3,25725,24445,23407,19082,2111,,1954,,2171,,91%,1%,4%,3%,1%,8%
ELLERSLIE PANMURE HIGHWAY,HARRIS RD,BURT RD,E1763499  N5915032,Both,2018/5/3,8655,11146,19746,15005,1757,,1716,,1713,,94%,1%,2%,3%,0%,5%
GLENDALE RD,GLENGARRY RD,KAURILANDS RD,E1746886  N5912667,Both,2018/4/5,8906,8312,7421,6229,1013,,673,,888,,95%,1%,3%,1%,0%,4%
GLENVIEW RD,CLAYBURN RD,RAIL CROSSING,E1747199  N5913876,Both,2018/4/5,12870,12136,11201,9402,1329,,948,,1064,,96%,0%,2%,2%,0%,4%
GLENVIEW RD,GLENORCHY ST,WAIKUMETE RD (LPOLE LHS),E1747141  N5914065,Both,2018/4/5,24676,23141,20946,17658,2808,,1840,,2158,,97%,0%,2%,1%,0%,3%
GREAT SOUTH RD (NEWMARKET) (CWCE),GARLAND RD,WAIOHUA RD,E1760584  N5914967,Both,2018/5/2,22036,19203,13928,10315,1862,,1644,,1978,,94%,1%,3%,2%,0%,5%
GREAT SOUTH RD (NEWMARKET) (CWCE),MAREI RD (LIGHTPOLE),SHOPPING CENTRE ENTRANCE,E1760892  N5914590,Both,2018/5/3,24068,21151,15880,11839,2112,,1730,,2103,,93%,1%,4%,2%,0%,6%
GREAT SOUTH RD (NEWMARKET) (CWCE),SOUTH EASTERN HWAY (LHS),CHURCH ST EAST,E1762571  N5912669,Both,2018/4/30,30898,25898,17240,9557,2396,,2233,,2503,,84%,1%,8%,4%,3%,15%
GREAT SOUTH RD (NEWMARKET) (CWCE),STATION RD (LIGHTPOLE LHS),MCNAB ST,E1761701  N5913735,Both,2018/4/25,21923,18462,10663,8952,2657,,1747,,2631,,84%,1%,11%,3%,1%,15%
GREEN LANE EAST (EASTBOUND) (CWCE),MOTORWAY OVERBRIDGE RAB,OHINERAU ST,E1760247  N5916022,Both,2018/5/10,40569,40359,42017,37649,2813,,3020,,2931,,94%,1%,2%,2%,1%,5%
HUIA RD (WAITAKERE),STALEY RD,ARMOUR RD,E1743718  N5906746,Both,2018/4/9,1902,1876,1622,2001,160,,239,,228,,95%,1%,4%,0%,0%,4%
KAURILANDS RD,ATKINSON RD (RHS),SUNRAY AVE,E1747263  N5912018,Both,2018/4/5,10602,9994,9084,7867,1214,,792,,1089,,97%,0%,2%,1%,0%,3%
MORRIN RD,FRASER RD,TAINUI RD,E1765000  N5915562,Both,2018/5/3,20744,19130,17541,12648,1693,,1844,,1986,,92%,1%,4%,2%,1%,7%
NEILSON ST,ANGLE ST,EDINBURGH ST,E1760858  N5911880,Both,2018/4/30,27756,24763,21357,13203,2180,,1931,,2057,,86%,1%,6%,3%,4%,13%
NEILSON ST,GALWAY ST,VICTORIA ST,E1759589  N5911802,Both,2018/5/2,33596,30245,27145,16593,2704,,2173,,2280,,80%,2%,8%,5%,5%,18%
NEILSON ST,GLOUCESTER PARK RD,SELWYN ST,E1758806  N5911797,Both,2018/5/2,28755,26268,23718,16386,2295,,1922,,2177,,85%,2%,5%,5%,3%,13%
PANAMA RD,HILLSIDE RD,MWAY OBRIDGE (1ST ABUTMENT),E1764621  N5911665,Both,2018/4/7,11781,11156,11126,8063,1046,,282,,958,,94%,0%,5%,1%,0%,6%
PARRS CROSS RD,PINE AVE (AT TEE),HOLDENS RD,E1744286  N5914690,Both,2018/4/6,15864,14816,13328,11069,1515,,1198,,1648,,95%,1%,3%,1%,0%,4%
PILKINGTON RD,QUEENS RD,DUNLOP LANE,E1765184  N5914687,Both,2018/4/7,6071,5901,5866,5089,488,,140,1245,517,,96%,0%,3%,1%,0%,4%
PINE AVE,PARRS CROSS RD,FOREST HILL RD RAB,E1744034  N5914868,Both,2018/4/6,14804,14280,14350,11587,1371,,340,1245,1224,1530,95%,1%,3%,1%,0%,4%
PRINCES ST (ONEHUNGA),WALLER ST,GALWAY ST,E1759130  N5911970,Both,2018/4/30,5289,4517,3079,2094,488,,499,1245,528,1530,91%,0%,6%,3%,0%,9%
PT ENGLAND RD,FLANDERS ST,PILKINGTON RD,E1765642  N5916654,Both,2018/4/7,5642,5537,5500,5047,518,,247,1245,310,1530,93%,0%,6%,1%,0%,7%
QUEENS RD,KINGS RD RAB,ALLENBY RD,E1765487  N5914407,Both,2018/5/3,1264,1236,1314,1013,151,,132,1245,129,1530,96%,1%,2%,1%,0%,3%
QUEENSTOWN RD,TRAFALGAR ST,HERD RD,E1757537  N5913002,Both,2018/4/30,24343,22982,20658,18500,1765,,1684,1245,2026,1530,92%,2%,2%,3%,1%,6%
ROCKFIELD RD,WALLATH RD,WALLS RD,E1760814  N5913633,Both,2018/4/30,10810,9437,7249,4760,1060,,748,1245,1082,1530,96%,0%,3%,1%,0%,4%
SEYMOUR RD (SUNNYVALE),BORICH RD,PARRS CROSS RD,E1744952  N5914443,Both,2018/4/6,11589,11248,11366,9426,1043,,1100,1245,1030,1530,96%,1%,2%,1%,0%,3%
SHAW RD (WAITAKERE),NOLA RD (HYDRANT RHS),CARTER RD,E1744696  N5912486,Both,2018/4/10,1586,1500,1369,1200,138,,36,1300,149,1530,96%,1%,3%,0%,0%,3%
SOUTH TITIRANGI RD,PARK RD,GRENDON RD,E1747377  N5910292,Both,2018/4/9,3302,3117,2802,2505,296,,286,1300,318,1530,94%,1%,4%,1%,0%,5%
STATION RD (PENROSE),FAIRFAX AVE,MAURICE RD,E1761232  N5913134,Both,2018/4/30,17497,14818,10630,5614,1602,,1266,1300,1652,1530,91%,0%,5%,3%,1%,9%
STATION RD (PENROSE),GREAT SOUTH RD (LHS),WALLS RD,E1761503  N5913750,Both,2018/5/3,33206,28780,23790,11642,2900,,2690,1300,2936,1530,89%,0%,8%,2%,1%,11%
STATION RD (PENROSE),O'RORKE RD,OLIVE RD,E1761542  N5913285,Both,2018/4/30,16858,14323,10405,5569,1528,,1242,1300,1582,1530,89%,0%,8%,2%,1%,11%
SYLVIA PARK RD,WIDTH CHANGE (SUMP RHS),WIDTH CHANGE (SUMPS LHS),E1763460  N5911964,Both,2018/4/30,17441,15124,11578,7086,1232,,1397,1300,1305,1530,84%,1%,8%,3%,4%,15%
TITIRANGI RD,HIGHLAND AVE,GODLEY RD,E1747883  N5911530,Both,2018/4/6,17719,16971,15997,14203,1513,,1428,,1459,,95%,1%,3%,1%,0%,4%
TITIRANGI RD,SOUTH TITIRANGI RD,SCENIC DR RAB,E1747444  N5910716,Both,2018/4/6,16917,16187,15341,13383,1663,,1427,,1479,,96%,0%,2%,2%,0%,4%
WAIPUNA RD,PETERSON RD,LEVENE PL,E1764520  N5913572,Both,2018/5/2,13307,12477,11272,9532,1246,,970,,1278,,94%,1%,3%,2%,0%,5%
WEST COAST RD (WAITAKERE),BOWERS RD,CAPTAIN SCOTT RD,E1747334  N5913736,Both,2018/4/6,23107,22204,21391,18501,1654,,1713,,1928,,93%,1%,3%,2%,1%,6%
WEST COAST RD (WAITAKERE),SWAN HILL DR,WOODGLEN RD,E1746531  N5914022,Both,2018/4/6,27862,26777,26095,22038,2010,,2103,,2419,,96%,0%,3%,1%,0%,4%
WEST COAST RD (WAITAKERE),WAIKAUKAU RD,GLEN CL,E1745795  N5913953,Both,2018/4/6,26236,25045,23866,20268,2103,,2000,,2278,,94%,0%,5%,1%,0%,6%
HUIA RD (WAITAKERE),LAINGHOLM DR,SYLVAN VALLEY AVE,E1745667  N5909503,Both,2018/4/9,9213,8787,7223,8220,815,,808,,823,,96%,1%,2%,1%,0%,3%
PIHA RD,BRIDGE (1ST ABUTMENT),BRIDGE (1ST ABUTMENT),E1739065  N5911150,Both,2018/4/10,2427,2370,2275,2184,240,,42,,143,,92%,1%,6%,1%,0%,7%
PIHA RD,LONE KAURI RD,KAREKARE RD,E1733587  N5907657,Both,2018/4/10,2128,2068,1943,1896,195,,35,1245,129,,93%,1%,5%,1%,0%,6%
WAITAKERE RD (SWANSON),NORTHFIELD RD,SPEED RESTRICTION,E1737640  N5920345,Both,2018/4/6,5448,5149,5268,3536,595,,87,1245,668,,88%,2%,7%,3%,0%,10%
WAITAKERE RD (SWANSON),KAY RD,NORTHFIELD RD,E1739425  N5919116,Both,2018/4/6,6225,5871,5930,4043,630,,111,,750,,91%,1%,5%,3%,0%,8%
GLENGARRY RD,SOLAR RD,MEYNELL CRT,E1744992  N5913523,Both,2018/4/10,5255,5043,5094,3933,566,,120,,365,,95%,1%,3%,1%,0%,4%
LAGOON DR,CHURCH CRES (SUMP LHS),PANMURE BRIDGE (1ST ABUTMENT),E1765464  N5913808,Both,2018/6/5,20503,19238,18873,13276,1651,,1757,,2150,,94%,1%,3%,2%,0%,5%
BEACH RD (EC BAYS),ARGYLE RD,ANZAC RD,E1755668  N5935048,Both,2018/5/9,15161,14366,13306,11452,1357,,1242,,1217,,96%,0%,3%,1%,0%,4%
BEACH RD (EC BAYS) 1270 to 1706 m,PETER TCE,ABERDEEN RD,E1757487  N5930816,Both,2018/5/4,8660,7721,5821,4926,1195,,548,,967,,97%,0%,3%,0%,0%,3%
BEACH RD (EC BAYS) 2283 to 2563 m,PARK RISE,THE ESPLANADE,E1757264  N5931694,Both,2018/5/4,10437,9313,7059,5950,1382,,634,,1193,,97%,0%,2%,1%,0%,3%
BEACH RD (EC BAYS) 2563 to 2712 m,THE ESPLANADE,VIEW RD SOUTH,E1757099  N5931870,Both,2018/5/7,10350,9347,7062,6613,1364,,652,,1134,,96%,0%,3%,1%,0%,4%
BEACH RD (EC BAYS) 3325 to 3466 m,KOWHAI RD,NEWHAVEN TCE,E1756732  N5932398,Both,2018/5/7,11364,10356,8093,7579,1469,,791,,1141,,96%,0%,3%,1%,0%,4%
BEACH RD (EC BAYS) 5332 to 5697 m,"ACCESSWAY, NO 506",MONTGOMERY AVE,E1756208  N5933976,Both,2018/5/7,6542,5971,4636,4451,715,,465,,679,,95%,0%,4%,1%,0%,5%
BEACH RD (EC BAYS) 5847 to 6072 m,KNIGHTS RD,BRAEMAR RD,E1755894  N5934047,Both,2018/5/7,8049,7387,5972,5487,1158,,550,,765,,93%,0%,3%,4%,0%,7%
BEACH RD (EC BAYS) 6965 to 7283 m,PHILSON TCE,ARGYLE RD,E1755598  N5934660,Both,2018/5/7,15041,14212,12965,11317,1309,,1259,,1318,,98%,0%,2%,0%,0%,2%
BEACH RD (EC BAYS) 7825 to 8241 m,BUTE RD,BAYVIEW RD,E1755663  N5935423,Both,2018/5/7,13226,12918,12869,11428,1162,,1153,,1488,,95%,0%,4%,1%,0%,5%
BEACH RD (EC BAYS) 927 to 1270 m,CASTOR BAY RD,PETER TCE,E1757699  N5930506,Both,2018/5/4,8756,7793,5797,4975,1211,,577,,953,,97%,0%,2%,1%,0%,3%
BRIGHAM CREEK RD,NGAHUE CRES,AIRPORT RD,E1744140  N5926866,Both,2018/5/4,13955,12988,12187,8957,1416,,1141,,1293,,91%,1%,6%,2%,0%,8%
BRIGHAM CREEK RD 0 to 1499 m,SH 16,SPEED RESTRICTION,E1742900  N5926635,Both,2018/4/9,13604,12473,10167,9125,1288,,1023,,1245,,91%,1%,5%,2%,1%,8%
BRIGHAM CREEK RD 2578 to 3797 m,TRIG RD,URBAN_RURAL,E1744972  N5926431,Both,2018/4/9,10368,9447,7590,6697,1016,,756,,1101,,92%,1%,4%,2%,1%,7%
COATESVILLE RIVERHEAD HIGHWAY 0 to 882 m,STATE HIGHWAY 17,WIDTH CHANGE,E1748827  N5935770,Both,2018/4/5,9175,8594,7600,6682,961,,725,,912,,89%,2%,5%,3%,1%,9%
COATESVILLE RIVERHEAD HIGHWAY 10165 to 10452 m,#1023,KING ST,E1742223  N5931092,Both,2018/4/5,9200,8480,7234,6128,1218,,671,,973,,88%,2%,5%,4%,1%,10%
COATESVILLE RIVERHEAD HIGHWAY 2722 to 3602 m,MAHOENUI VALLEY RD,RURAL_URBAN,E1746645  N5935307,Both,2018/4/5,7675,7092,6032,5237,919,,611,,787,,91%,2%,4%,2%,1%,7%
COATESVILLE RIVERHEAD HIGHWAY 882 to 1402 m,WIDTH CHANGE,TOP OF HILL,E1748077  N5935480,Both,2018/4/5,7829,7274,6286,5487,933,,627,,786,,91%,2%,3%,3%,1%,7%
FOUNDRY RD 488 to 840 m,MANGA RD,NEW DEVELOPMENT,E1750462  N5945679,Both,2018/3/22,2949,2386,1282,671,294,,312,,297,,76%,6%,11%,6%,1%,18%
LAKE RD (DEVONPORT),ALBERT RD,OWENS RD,E1760339  N5923160,Both,2018/5/3,14923,14468,14212,12447,1153,,1153,,1221,,96%,1%,2%,1%,0%,3%
LAKE RD (DEVONPORT),ESMONDE RD,TENNYSON AVE,E1758361  N5926677,Both,2018/5/4,15542,14760,13531,12080,1556,,1118,,1207,,96%,0%,3%,1%,0%,4%
LAKE RD (DEVONPORT),HAURAKI RD,HART RD,E1758623  N5926244,Both,2018/5/3,32487,31425,30135,27408,2275,,2452,,2476,,91%,2%,3%,3%,1%,7%
LAKE RD (DEVONPORT),NORTHCROFT ST,HURON ST,E1758124  N5927063,Both,2018/5/4,6936,6702,6450,5781,542,,567,,570,,95%,0%,4%,1%,0%,5%
LAKE RD (DEVONPORT),ONEPOTO RD,BAYVIEW RD,E1758856  N5926098,Both,2018/5/3,30007,29055,28065,25289,2240,,2256,,2213,,95%,0%,2%,2%,1%,5%
OMAHA DR,CAROLINE HEIGHTS,BLUE BELL PDE,E1759226  N5977694,Both,2018/2/23,1266,1503,2340,1854,167,,229,,241,,91%,4%,3%,2%,0%,5%
OMAHA VALLEY RD 0 to 2024 m,LEIGH RD,END OF SEAL,E1755297  N5979084,Both,2018/2/23,530,478,395,302,64,,76,,67,,72%,2%,5%,10%,11%,26%
PINE VALLEY RD 0 to 603 m,STATE HIGHWAY 17,OLD PINE VALLEY RD,E1748102  N5945354,Both,2018/3/22,7070,6659,5843,5417,624,,592,,557,,90%,2%,5%,2%,1%,8%
RIVERSIDE RD 0 to 366 m,MAIN RD (S.H.1) 2,CENTREWAY RD,E1751786  N5949352,Both,2018/3/22,1512,1410,1106,1205,175,,116,,178,,97%,1%,2%,0%,0%,2%
TAUHOA RD 0 to 165 m,S HWAY 16,END OF SEAL,E1730332  N5973176,Both,2018/4/7,126,118,112,84,15,800,17,,16,,85%,4%,5%,6%,0%,11%
WAITAKERE RD (TAUPAKI) 5773 to 6117 m,COTTLE RD,TAUPAKI RD,E1738008  N5923969,Both,2018/5/2,4713,4143,3077,2357,614,,317,,538,,91%,2%,5%,2%,0%,7%
WEST COAST RD (WOODCOCKS) 11174 to 15122 m,KOMOKORIKI HILL RD EAST,OLD WOODCOCKS RD,E1738078  N5963120,Both,2018/4/7,673,697,743,771,102,,92,,102,,89%,4%,5%,1%,1%,7%
YOUNG ACCESS 0 to 996 m,PINE VALLEY RD,END OF SEAL,E1746966  N5945397,Both,2018/3/22,312,294,264,231,36,,34,1230,32,,95%,2%,3%,0%,0%,3%
COATESVILLE RIVERHEAD HIGHWAY 11316 to 11382 m,COATESVILLE RHEAD_RIVERHEAD RAB (SOUTH),URBAN_RURAL,E1741695  N5930170,Both,2018/4/5,8359,7917,7347,6276,903,,801,,841,,92%,1%,5%,2%,0%,7%
COATESVILLE RIVERHEAD HIGHWAY 10717 to 11274 m,EDWARD ST,COATESVILLE RIVERHEAD_RIVERHEAD RAB (NORTH),E1741993  N5930628,Both,2018/4/5,11587,10827,9616,8237,1400,,881,,1224,,92%,1%,5%,2%,0%,7%
